TM,PCO2,pH,SO,CL,BSW,MMCFD,HCO3,BOPD,BWPD,FE,PS,CA,Defect_Depth,Pipe_type
36.827,0.028,8.473,4.381,1312.493,0.11,12.034,3892.333,892.082,1876.165,2.246,269.947,0.081,0.112,Pipe_1
39.221,0.393,7.852,21.094,3455.386,0.567,10.61,2729.784,1090.951,8847.038,0.903,540.945,0.344,0.218,Pipe_2
73.893,0.547,6.679,60.827,5825.912,0.75,4.646,1679.578,1074.005,8258.472,0.207,1096.721,2.488,0.719,Pipe_3
31.189,0.036,8.411,2.173,114.935,0.323,0.238,4022.922,1072.59,3674.056,2.209,452.019,0.031,0.101,Pipe_1
61.17,0.55,6.487,52.962,4167.251,0.888,4.651,1021.001,432.661,8389.62,0.679,1351.921,2.206,0.52,Pipe_3
42.81,0.266,7.687,32.513,3191.025,0.405,2.114,2673.804,1434.074,6152.698,0.866,524.541,0.528,0.237,Pipe_3
30.162,0.085,8.416,12.71,2618.866,0.281,8.959,3618.381,1462.537,5759.779,2.253,101.322,0.052,0.07,Pipe_1
26.559,0.077,8.306,10.86,1033.216,0.118,7.945,3930.271,779.244,6634.906,2.458,271.142,0.124,0.093,Pipe_1
35.904,0.112,8.314,2.173,613.024,0.283,11.901,3909.876,140.75,4530.397,2.481,346.551,0.147,0.092,Pipe_3
31.714,0.013,8.293,8.302,1766.977,0.095,7.592,3582.458,223.387,6454.376,2.226,130.625,0.145,0.128,Pipe_3
38.5,0.391,7.737,28.022,3807.848,0.476,16.277,2334.19,1555.06,760.506,1.258,674.496,0.24,0.155,Pipe_3
21.748,0.07,8.198,14.845,2437.844,0.293,14.377,4163.689,933.379,7031.407,2.451,445.98,0.134,0.121,Pipe_1
44.216,0.417,7.814,18.802,3526.654,0.521,16.304,2583.977,224.092,7809.679,0.71,542.644,0.807,0.204,Pipe_2
40.208,0.219,7.2,18.978,3059.209,0.514,16.655,2817.324,506.24,914.604,0.713,731.857,0.226,0.193,Pipe_1
38.82,0.166,7.647,16.358,3528.632,0.424,13.1,2567.039,1402.216,3239.055,1.13,558.064,0.685,0.154,Pipe_2
45.936,0.415,7.099,21.878,3813.948,0.481,11.29,2612.085,850.833,4351.42,1.069,530.508,0.517,0.135,Pipe_2
40.994,0.304,7.207,36.523,3991.181,0.513,17.424,2604.906,933.45,674.972,1.434,637.808,1.059,0.16,Pipe_2
44.318,0.283,7.871,26.07,3334.424,0.476,2.18,2787.003,592.701,5120.218,1.131,686.699,0.344,0.174,Pipe_3
38.83,0.22,7.249,37.958,3499.963,0.588,4.74,1736.684,362.95,7607.701,0.836,728.103,0.633,0.178,Pipe_1
42.348,0.278,7.082,30.003,3411.208,0.53,11.594,2653.106,767.507,5100.286,0.831,557.529,0.511,0.198,Pipe_3
57.645,0.475,6.31,63.312,4180.729,0.745,14.196,851.875,1054.03,422.7,0.312,1016.094,2.126,0.775,Pipe_3
39.237,0.346,7.074,22.818,3728.063,0.53,15.291,2323.595,181.233,1282.648,1.377,664.555,1.0,0.245,Pipe_2
38.407,0.183,7.192,31.409,3941.684,0.428,10.303,2578.151,1074.572,8195.335,1.316,704.146,0.23,0.155,Pipe_3
43.404,0.289,7.721,36.81,3562.235,0.419,11.537,2493.288,627.359,5891.917,1.182,530.121,0.347,0.209,Pipe_2
40.193,0.184,7.904,31.379,3831.425,0.541,6.025,2290.549,1382.803,1822.777,1.016,643.054,0.531,0.185,Pipe_3
22.433,0.016,8.162,10.231,2856.6,0.326,6.346,3924.91,828.261,9087.478,2.082,200.928,0.103,0.129,Pipe_1
24.861,0.113,8.527,10.081,2333.396,0.442,16.863,3994.063,875.781,1601.117,2.1,138.371,0.149,0.075,Pipe_1
49.001,0.425,7.9,24.996,3908.072,0.437,2.795,2833.375,836.623,2395.526,1.022,597.154,0.556,0.233,Pipe_1
46.772,0.359,7.344,18.103,3526.409,0.576,16.382,2276.213,336.159,1316.042,0.792,744.666,0.863,0.222,Pipe_3
39.468,0.313,7.315,22.342,3373.596,0.541,6.402,2457.563,445.134,6658.073,1.476,533.786,0.801,0.131,Pipe_3
34.458,0.027,8.304,11.373,2862.511,0.124,12.911,3519.574,925.402,6019.968,1.984,389.33,0.06,0.104,Pipe_3
35.545,0.062,8.508,7.128,304.542,0.233,1.373,4014.907,814.593,144.829,1.915,229.423,0.081,0.058,Pipe_1
34.855,0.052,8.298,4.036,2123.465,0.356,1.917,3605.311,375.923,5516.931,2.244,396.875,0.061,0.102,Pipe_1
22.935,0.117,8.317,11.997,1747.786,0.022,3.354,3610.002,204.66,864.656,2.645,257.729,0.141,0.068,Pipe_3
21.939,0.047,8.139,10.939,2364.307,0.193,9.972,3810.231,313.597,4561.51,1.807,123.684,0.106,0.058,Pipe_3
41.131,0.42,7.071,34.095,3635.315,0.534,4.349,1989.73,280.856,3904.093,1.051,669.876,0.628,0.178,Pipe_2
55.447,0.591,6.591,51.741,3562.214,0.805,6.482,517.002,1416.878,7019.319,0.114,1042.089,2.294,0.935,Pipe_2
26.926,0.121,8.063,4.703,129.053,0.254,17.154,3776.482,1190.661,7364.36,2.164,284.612,0.066,0.065,Pipe_1
57.906,0.586,6.247,52.662,6163.888,0.815,9.005,195.03,1428.274,5761.714,0.041,1762.775,2.065,0.361,Pipe_1
22.017,0.095,8.281,2.455,2134.957,0.427,13.635,4128.887,1359.402,3432.446,2.496,215.339,0.073,0.051,Pipe_2
30.819,0.097,8.482,14.684,1055.096,0.303,0.762,3519.287,924.687,8772.833,2.505,442.837,0.084,0.065,Pipe_1
39.692,0.235,7.089,37.536,3264.664,0.499,6.658,2683.925,1534.961,723.996,0.938,633.577,0.41,0.159,Pipe_3
34.389,0.05,8.382,6.578,1845.661,0.057,13.722,3632.023,1318.858,557.768,2.682,209.567,0.135,0.079,Pipe_1
58.653,0.458,6.664,57.913,6827.39,0.769,13.057,805.862,1228.666,1463.308,0.214,1007.162,2.265,0.507,Pipe_1
43.406,0.229,7.7,35.298,3855.665,0.532,11.447,2329.031,516.838,254.175,1.396,614.779,0.208,0.191,Pipe_3
36.332,0.093,8.112,3.939,2759.468,0.243,14.241,3903.675,1326.147,502.242,2.238,245.708,0.102,0.089,Pipe_3
45.151,0.151,7.88,32.63,3198.54,0.562,5.476,1951.474,1521.002,2844.986,1.1,679.026,0.237,0.192,Pipe_1
46.059,0.301,7.742,17.4,3375.949,0.434,12.686,1776.021,1394.378,2007.131,0.81,745.647,0.441,0.148,Pipe_2
44.6,0.372,7.605,23.762,3458.803,0.546,7.076,2508.772,523.96,1492.83,1.332,586.444,0.705,0.237,Pipe_1
42.28,0.192,7.53,25.638,3789.894,0.503,17.037,2255.13,1150.008,3543.441,0.833,745.042,0.658,0.17,Pipe_2
47.564,0.16,7.981,16.214,3801.711,0.505,15.559,2301.211,478.38,246.888,1.217,720.501,0.84,0.201,Pipe_2
39.524,0.219,7.735,18.564,3068.052,0.53,15.435,1897.92,1088.04,792.656,1.477,607.044,1.035,0.16,Pipe_1
28.083,0.083,8.566,9.822,781.734,0.048,9.046,3554.433,1417.407,7944.618,1.941,220.245,0.07,0.086,Pipe_2
29.35,0.093,8.564,11.663,2408.895,0.027,17.001,3545.411,1161.631,5463.402,1.887,251.664,0.138,0.094,Pipe_3
36.12,0.068,8.159,12.341,1308.937,0.324,9.739,3710.262,1563.356,6474.58,2.591,278.307,0.135,0.087,Pipe_3
34.798,0.088,8.229,14.486,1819.751,0.021,9.083,3976.025,1120.66,8712.769,2.789,163.595,0.023,0.078,Pipe_1
39.357,0.301,7.093,21.738,3807.212,0.566,6.039,2446.826,1461.01,5117.157,0.798,629.027,0.971,0.205,Pipe_3
44.153,0.181,7.717,37.947,3080.055,0.496,8.42,2252.475,418.697,1701.161,0.707,687.776,0.689,0.191,Pipe_1
34.418,0.033,8.345,9.42,2198.53,0.177,6.973,4169.935,1429.395,8322.179,1.903,481.276,0.025,0.116,Pipe_1
41.623,0.382,7.037,35.789,3549.777,0.433,12.739,2620.347,1114.599,5650.723,0.711,634.06,0.304,0.217,Pipe_3
41.146,0.271,7.85,26.676,3857.069,0.487,9.684,2374.866,1191.905,1858.454,1.03,701.588,0.42,0.236,Pipe_1
34.562,0.08,8.091,11.373,2122.555,0.284,7.447,3606.521,1002.811,1113.114,2.196,87.202,0.139,0.056,Pipe_2
32.748,0.101,8.001,3.407,2591.962,0.137,4.432,3650.307,951.78,6518.74,2.116,175.5,0.084,0.099,Pipe_2
38.465,0.24,7.451,19.608,3945.856,0.595,2.084,2000.747,1028.538,5614.819,1.129,695.406,0.782,0.148,Pipe_2
39.338,0.19,7.009,39.43,3527.864,0.415,12.778,2437.319,1523.19,2148.661,1.219,635.316,0.786,0.134,Pipe_1
51.438,0.515,6.815,57.817,4259.468,0.734,1.23,971.224,1103.062,7657.81,0.349,1946.112,2.112,0.31,Pipe_1
36.682,0.048,8.509,5.917,2520.82,0.163,4.285,3568.255,618.02,6303.6,2.758,139.22,0.124,0.121,Pipe_3
42.295,0.309,7.885,37.52,3417.707,0.43,15.849,1839.263,1230.586,7265.149,0.713,749.453,0.941,0.233,Pipe_3
60.736,0.463,6.613,55.334,5431.777,0.814,12.978,1510.837,959.436,7115.225,0.288,1471.247,2.21,1.445,Pipe_3
42.322,0.204,7.646,16.672,3634.119,0.579,0.629,2657.514,1218.405,1137.122,1.292,740.246,1.099,0.24,Pipe_1
29.192,0.108,8.137,9.789,553.696,0.219,17.121,3910.884,499.06,5319.548,2.361,180.504,0.142,0.091,Pipe_2
35.083,0.039,8.555,11.255,2085.474,0.166,2.848,4045.848,1127.195,8698.416,2.196,256.147,0.082,0.068,Pipe_1
38.92,0.275,7.797,20.773,3430.399,0.538,11.389,2856.283,207.266,5867.036,1.221,605.498,0.52,0.182,Pipe_3
70.225,0.564,6.433,55.338,4896.319,0.712,15.629,840.978,868.138,271.832,0.644,1464.479,2.053,1.261,Pipe_3
45.202,0.359,7.57,30.789,3179.247,0.495,2.784,2419.623,817.372,3.901,1.29,739.39,0.621,0.184,Pipe_2
39.675,0.208,7.728,19.705,3645.423,0.536,3.943,2142.924,1192.572,6196.952,1.296,556.121,0.727,0.211,Pipe_2
47.417,0.257,7.717,19.678,3704.006,0.506,14.913,2131.935,1327.527,2613.519,1.322,528.287,0.74,0.142,Pipe_3
44.041,0.327,7.917,38.304,3706.981,0.43,4.527,2581.953,1114.414,8431.718,0.852,727.053,0.864,0.168,Pipe_1
42.832,0.401,7.645,32.519,3459.61,0.546,4.619,2086.106,1356.176,6116.026,1.463,688.341,0.618,0.161,Pipe_2
29.998,0.119,8.562,13.523,2993.897,0.045,16.079,4086.286,212.32,1282.4,2.4,445.764,0.145,0.084,Pipe_3
36.787,0.08,8.419,12.444,1177.769,0.236,3.771,3983.811,1385.582,7128.821,2.589,425.912,0.071,0.053,Pipe_3
73.077,0.529,6.725,56.852,4211.873,0.86,1.05,1560.314,167.018,8691.34,0.129,1663.223,2.235,0.453,Pipe_3
22.328,0.049,8.208,2.859,954.027,0.465,11.191,3887.001,1338.163,1707.677,2.757,198.624,0.075,0.084,Pipe_2
47.977,0.283,7.779,35.291,3971.2,0.597,4.404,2185.984,516.446,6650.519,1.04,725.281,0.641,0.219,Pipe_2
27.369,0.083,8.568,10.378,532.125,0.211,1.525,3766.169,1022.526,5975.939,2.441,81.119,0.06,0.071,Pipe_3
54.542,0.606,6.224,56.524,6706.66,0.832,0.947,286.176,847.719,9198.018,0.216,1497.248,2.119,0.391,Pipe_1
47.13,0.32,7.346,25.772,3204.688,0.578,5.02,2814.991,1155.909,6217.816,1.383,727.491,0.979,0.132,Pipe_2
69.965,0.474,6.871,42.051,4340.756,0.795,6.875,1280.067,1398.492,7387.008,0.602,1288.812,2.411,1.411,Pipe_2
44.384,0.283,7.069,21.679,3928.531,0.488,8.731,2022.559,750.061,8461.944,1.363,572.802,0.807,0.221,Pipe_1
42.374,0.185,7.319,27.493,3027.616,0.514,2.734,2334.486,224.366,5825.095,1.354,668.887,0.259,0.227,Pipe_1
43.989,0.309,7.85,17.971,3609.717,0.555,16.801,1735.04,271.375,3236.804,0.979,646.669,0.869,0.189,Pipe_3
61.53,0.519,6.714,55.22,7360.807,0.833,1.526,319.237,571.604,5026.298,0.488,1673.556,2.359,0.733,Pipe_1
25.23,0.122,8.536,5.513,1577.69,0.138,10.059,4163.797,882.554,3164.534,2.755,134.775,0.044,0.067,Pipe_3
41.708,0.248,7.404,37.419,3016.257,0.504,9.739,2490.711,335.897,6192.354,1.435,679.644,1.084,0.246,Pipe_2
47.866,0.298,7.453,37.965,3560.936,0.488,3.605,2145.485,455.471,1921.793,0.761,695.709,0.579,0.225,Pipe_1
61.274,0.522,6.591,43.642,4107.995,0.813,9.701,968.637,436.761,6140.403,0.263,1339.069,2.5,0.491,Pipe_1
39.479,0.318,7.798,30.847,3835.108,0.514,12.597,2226.242,390.344,8654.43,1.208,612.228,0.649,0.213,Pipe_1
41.112,0.237,7.839,22.916,3988.837,0.46,4.152,2223.757,1161.154,3884.984,0.836,673.681,0.439,0.154,Pipe_2
26.845,0.106,8.242,4.798,1649.947,0.429,13.022,3790.665,498.499,7674.806,2.481,109.938,0.089,0.116,Pipe_3
24.912,0.086,8.385,6.267,130.725,0.365,11.783,3865.074,143.384,2517.766,1.974,232.455,0.025,0.065,Pipe_1
27.27,0.091,8.566,11.459,800.841,0.351,11.18,3774.471,706.876,4022.045,1.836,183.423,0.08,0.072,Pipe_1
44.784,0.191,7.801,35.043,3417.139,0.579,15.447,2594.443,1265.954,6204.007,0.991,592.417,1.074,0.163,Pipe_3
36.536,0.076,8.375,8.192,1437.631,0.299,2.62,3570.725,1506.537,2307.166,1.886,102.227,0.12,0.106,Pipe_3
45.694,0.229,7.687,39.712,3288.385,0.467,13.127,2344.176,1166.759,1626.36,0.975,557.854,1.077,0.138,Pipe_1
24.015,0.106,8.341,11.107,2583.826,0.033,11.541,3974.616,431.015,2640.028,2.009,255.14,0.117,0.127,Pipe_2
33.644,0.039,8.379,4.164,558.974,0.066,4.213,3979.194,390.486,8876.891,2.485,490.956,0.123,0.073,Pipe_2
35.473,0.103,8.48,4.005,1018.777,0.058,13.341,4205.813,1269.437,7770.593,2.126,314.636,0.125,0.107,Pipe_2
27.536,0.037,8.172,3.475,292.417,0.256,7.313,3849.118,969.015,4601.325,2.137,206.888,0.073,0.068,Pipe_3
29.127,0.079,8.159,5.376,2662.762,0.095,7.634,3776.291,385.128,1704.845,2.23,328.92,0.12,0.09,Pipe_1
42.263,0.322,7.89,24.748,3510.307,0.507,4.41,2529.795,1180.558,384.67,1.471,567.834,0.548,0.216,Pipe_2
43.185,0.323,7.516,30.72,3894.274,0.511,4.514,2274.357,1393.277,5090.074,0.928,618.014,0.96,0.201,Pipe_3
33.774,0.128,8.142,13.776,2390.907,0.115,6.592,3508.872,1071.955,1574.372,2.328,88.6,0.067,0.057,Pipe_3
40.83,0.337,7.678,20.177,3590.786,0.59,8.55,1959.961,425.25,6530.776,1.291,744.754,0.643,0.135,Pipe_2
42.139,0.411,7.827,28.04,3403.869,0.552,16.096,1840.37,1381.611,3293.901,0.724,590.075,0.888,0.192,Pipe_1
48.441,0.279,7.421,26.651,3355.646,0.417,9.445,2008.965,458.519,2283.275,0.735,612.969,0.22,0.158,Pipe_2
26.838,0.095,8.168,9.229,986.305,0.475,7.225,3920.095,439.687,9088.079,2.642,124.184,0.033,0.066,Pipe_2
71.88,0.455,6.406,51.543,4588.027,0.732,13.03,1211.133,758.583,5821.123,0.28,1582.794,2.373,0.803,Pipe_1
39.357,0.346,7.502,37.446,3483.381,0.503,13.025,1804.586,1290.804,564.763,1.166,523.268,0.48,0.149,Pipe_3
44.62,0.23,7.671,39.994,3779.658,0.408,6.621,1918.968,993.598,4307.955,0.744,710.724,0.581,0.245,Pipe_2
39.114,0.21,7.943,21.952,3191.776,0.472,16.711,2020.57,748.538,5138.732,0.934,605.161,0.677,0.226,Pipe_1
22.749,0.059,8.012,6.331,2065.681,0.408,9.84,3828.677,658.011,1875.965,2.708,447.736,0.066,0.119,Pipe_3
45.363,0.357,7.372,39.792,3558.315,0.568,15.248,2387.94,437.863,5863.545,1.337,705.212,0.898,0.211,Pipe_1
41.821,0.294,7.604,19.617,3789.315,0.474,7.201,2152.829,1042.924,7169.669,1.059,533.862,0.974,0.21,Pipe_3
25.863,0.054,8.295,13.717,1342.713,0.382,5.88,4208.701,1325.545,2991.434,1.906,244.733,0.1,0.095,Pipe_1
41.157,0.239,7.381,32.325,3037.291,0.516,5.371,2098.853,991.497,410.51,1.343,548.527,1.043,0.131,Pipe_2
38.987,0.369,7.858,36.381,3346.311,0.503,11.184,1981.04,250.767,2169.388,1.413,526.402,0.618,0.223,Pipe_2
40.851,0.231,7.908,28.985,3633.445,0.455,6.849,2681.003,248.049,5657.546,0.793,568.686,0.834,0.24,Pipe_1
21.928,0.118,8.002,6.167,2988.659,0.483,3.389,4033.93,614.979,4470.779,2.12,93.207,0.126,0.09,Pipe_3
51.327,0.489,6.444,59.132,5529.423,0.783,12.418,1060.948,518.695,2125.521,0.043,1531.13,2.215,0.894,Pipe_1
44.354,0.268,7.782,33.619,3083.575,0.558,6.612,1959.152,1064.224,4218.348,0.804,681.682,0.504,0.173,Pipe_2
53.758,0.472,6.78,52.32,5036.183,0.872,6.628,1549.303,158.476,3730.869,0.298,1363.411,2.233,1.452,Pipe_2
24.296,0.103,8.398,10.722,2901.603,0.15,9.855,4014.89,248.746,2927.158,2.293,156.951,0.148,0.13,Pipe_2
23.016,0.062,8.518,12.764,244.237,0.408,4.52,3755.229,1051.095,2536.983,1.804,433.046,0.042,0.124,Pipe_1
47.72,0.255,7.398,16.9,3960.15,0.522,1.092,2637.806,164.721,1841.011,1.138,680.214,0.702,0.235,Pipe_2
24.02,0.08,8.338,3.354,355.92,0.264,3.271,4161.066,1563.534,5519.31,2.733,399.749,0.042,0.069,Pipe_2
55.73,0.549,6.244,69.555,4726.288,0.762,16.529,711.997,683.235,6225.439,0.57,1074.897,2.053,0.445,Pipe_3
72.342,0.599,6.844,67.67,6156.827,0.768,12.305,337.118,1319.738,8197.423,0.598,1624.851,2.035,0.946,Pipe_3
43.28,0.193,7.076,16.581,3165.891,0.419,2.006,2706.526,1528.949,7152.905,1.371,634.121,0.577,0.174,Pipe_1
32.018,0.123,8.353,10.616,128.552,0.108,9.894,4031.66,1145.164,2524.066,1.816,184.697,0.096,0.123,Pipe_1
43.807,0.423,7.437,21.071,3940.646,0.456,12.22,2051.701,851.583,8621.579,1.011,621.085,0.374,0.195,Pipe_2
34.172,0.066,8.146,14.51,2192.743,0.155,4.91,4155.995,602.021,2903.6,2.752,292.229,0.062,0.056,Pipe_2
45.149,0.24,7.441,21.718,3296.434,0.472,8.178,2223.014,803.528,1051.963,1.257,644.378,0.887,0.198,Pipe_1
63.281,0.487,6.457,50.789,7442.155,0.856,7.931,1696.81,812.7,8084.692,0.342,1886.509,2.105,0.696,Pipe_1
29.041,0.054,8.158,14.713,1685.52,0.411,16.664,3624.013,826.531,3801.72,2.631,405.383,0.034,0.083,Pipe_3
43.951,0.25,7.281,36.868,3697.397,0.421,2.289,2729.869,208.718,8347.221,1.259,675.874,0.353,0.191,Pipe_1
45.896,0.315,7.885,38.608,3767.325,0.435,16.137,2653.028,897.321,4354.211,1.233,728.938,0.688,0.173,Pipe_2
45.7,0.204,7.155,17.276,3413.53,0.596,10.721,2509.136,1250.408,761.484,1.265,676.335,0.83,0.24,Pipe_2
44.398,0.278,7.515,34.17,3130.893,0.421,10.293,2498.316,973.102,3420.283,1.376,548.3,0.965,0.212,Pipe_1
30.914,0.026,8.135,13.983,2709.829,0.431,13.048,3603.205,1082.521,6815.603,2.007,188.808,0.027,0.126,Pipe_2
43.515,0.173,7.688,24.944,3574.45,0.506,4.29,2430.463,729.214,3188.525,0.742,733.871,0.862,0.197,Pipe_1
47.818,0.41,7.92,18.686,3187.294,0.472,0.728,1744.485,856.916,5178.985,1.102,694.274,0.956,0.224,Pipe_1
30.358,0.031,8.058,13.421,2673.035,0.219,6.259,3948.788,1321.585,168.904,2.298,131.456,0.138,0.061,Pipe_2
35.522,0.09,8.116,7.598,1152.196,0.14,8.619,3754.518,1383.585,8700.487,2.44,201.788,0.076,0.102,Pipe_2
28.682,0.113,8.393,10.416,485.357,0.027,7.027,3763.855,663.959,9312.89,2.724,250.239,0.063,0.113,Pipe_1
40.746,0.17,7.928,26.686,3097.041,0.56,5.57,2100.237,670.848,4967.709,1.451,565.014,0.477,0.173,Pipe_2
48.9,0.207,7.043,30.87,3019.641,0.45,7.027,2306.704,1300.738,8406.943,1.226,573.508,0.241,0.143,Pipe_1
23.337,0.109,8.07,12.44,730.771,0.311,7.553,3709.2,500.336,4162.554,2.224,269.158,0.111,0.079,Pipe_2
47.297,0.212,7.643,16.184,3412.071,0.489,0.6,2634.224,1287.217,758.127,0.715,715.509,0.238,0.227,Pipe_3
35.092,0.078,8.451,8.325,245.578,0.015,11.02,4058.203,1198.047,6103.916,2.521,290.319,0.099,0.128,Pipe_1
22.46,0.011,8.569,4.564,1726.667,0.478,15.037,4039.888,945.152,2820.389,2.303,443.838,0.052,0.075,Pipe_1
25.195,0.058,8.06,5.302,2448.837,0.329,11.326,3760.666,1564.756,5364.12,2.516,433.347,0.032,0.129,Pipe_3
47.773,0.262,7.967,15.861,3093.208,0.586,5.728,2746.33,592.932,95.002,1.292,533.451,1.057,0.137,Pipe_1
66.971,0.58,6.643,59.842,4617.102,0.813,1.653,1104.188,550.314,8477.772,0.117,1745.805,2.364,0.336,Pipe_2
43.265,0.424,7.531,39.959,3065.733,0.575,4.08,2199.613,1176.455,3158.067,0.804,519.65,0.826,0.161,Pipe_2
62.611,0.605,6.486,63.343,6672.657,0.869,10.891,441.726,633.387,4843.961,0.557,1527.876,2.027,1.162,Pipe_3
73.411,0.451,6.847,69.496,7225.039,0.75,14.922,866.812,872.6,5919.58,0.091,1437.935,2.065,0.639,Pipe_1
59.312,0.573,6.574,47.94,3489.66,0.708,12.696,703.088,517.035,3929.156,0.671,1676.03,2.415,0.974,Pipe_1
27.726,0.099,8.13,14.641,2766.932,0.226,11.562,3537.177,317.117,246.079,2.745,223.805,0.036,0.104,Pipe_1
48.9,0.207,7.043,30.87,3019.641,0.45,7.027,2306.704,1300.738,8406.943,1.226,573.508,0.241,0.143,Pipe_2
25.655,0.036,8.42,14.324,1580.48,0.102,1.12,3878.915,611.788,4919.339,2.692,262.875,0.07,0.082,Pipe_3
46.666,0.278,7.204,15.391,3501.671,0.595,7.484,1949.481,975.44,6266.539,1.252,597.165,0.526,0.227,Pipe_1
56.395,0.532,6.51,60.185,7071.317,0.861,5.552,1281.575,1089.615,1603.955,0.272,1954.766,2.283,1.353,Pipe_3
28.099,0.046,8.309,11.28,824.544,0.159,1.772,4012.583,233.912,3749.626,2.193,94.82,0.054,0.057,Pipe_1
24.176,0.034,8.341,12.702,2150.167,0.33,11.395,3906.183,583.187,8389.677,2.681,141.705,0.08,0.065,Pipe_2
42.054,0.307,7.971,26.773,3683.895,0.472,4.389,2266.12,1562.322,7501.452,1.077,649.044,0.5,0.191,Pipe_1
28.114,0.106,8.071,2.955,1536.601,0.468,5.666,3658.287,1147.584,7970.337,2.778,256.081,0.065,0.067,Pipe_2
22.506,0.119,8.043,12.618,1460.217,0.201,3.271,3811.217,1204.089,4205.843,2.075,92.474,0.134,0.053,Pipe_2
24.631,0.032,8.069,6.317,2267.586,0.08,14.366,4135.715,486.618,5900.59,1.901,299.344,0.082,0.073,Pipe_1
53.28,0.496,6.987,69.042,6112.218,0.719,11.887,1431.94,1495.235,6030.205,0.283,1666.852,2.066,0.549,Pipe_1
45.114,0.262,7.371,18.603,3946.059,0.504,4.127,1878.129,318.471,2425.96,1.387,630.762,0.211,0.206,Pipe_2
45.592,0.394,7.753,15.108,3685.99,0.567,0.588,2783.948,1264.544,8528.696,0.991,735.251,1.092,0.134,Pipe_2
45.168,0.204,7.313,20.385,3513.162,0.437,8.857,1711.612,1105.813,4301.257,1.174,568.257,0.407,0.192,Pipe_1
57.332,0.501,6.737,41.268,3904.271,0.84,17.492,1615.829,548.212,7973.682,0.088,1394.918,2.407,0.472,Pipe_2
33.885,0.083,8.174,6.516,1318.26,0.065,0.674,3616.878,1041.445,4280.165,1.853,319.261,0.104,0.069,Pipe_1
57.051,0.546,6.969,45.165,5778.585,0.899,10.896,692.48,175.206,8515.534,0.117,1808.998,2.448,1.3,Pipe_1
35.381,0.124,8.335,13.104,827.482,0.361,5.111,3622.189,1479.691,429.815,2.759,140.253,0.026,0.121,Pipe_1
36.177,0.058,8.444,4.9,1855.107,0.478,11.991,3569.376,679.748,5494.912,2.61,487.504,0.107,0.059,Pipe_2
58.903,0.492,6.287,45.242,7287.237,0.722,8.601,644.593,300.717,949.948,0.261,1541.959,2.234,0.626,Pipe_3
32.242,0.09,8.146,10.597,990.052,0.106,10.543,3697.385,384.572,4698.367,2.621,229.474,0.145,0.13,Pipe_3
66.592,0.528,6.978,43.648,5082.595,0.866,8.835,728.419,174.337,52.15,0.434,1588.408,2.02,0.37,Pipe_1
71.698,0.537,6.951,59.525,6901.022,0.799,12.383,1286.877,1109.821,1748.1,0.377,1230.886,2.011,1.062,Pipe_3
27.195,0.03,8.01,4.892,369.664,0.302,7.702,3856.525,1396.747,7655.523,2.673,396.482,0.054,0.117,Pipe_1
35.859,0.097,8.354,14.945,2124.08,0.185,7.616,3951.913,642.93,1290.091,2.348,100.176,0.048,0.109,Pipe_2
36.593,0.116,8.556,9.265,715.699,0.285,11.539,3897.468,279.515,9085.519,2.49,177.961,0.035,0.055,Pipe_1
38.37,0.153,7.945,33.337,3349.176,0.425,15.413,2587.515,1074.368,223.046,1.376,662.177,1.045,0.195,Pipe_3
31.116,0.078,8.558,2.786,284.055,0.456,9.38,4083.986,418.28,2266.949,2.636,73.714,0.124,0.129,Pipe_3
43.924,0.196,7.045,33.441,3533.143,0.412,9.307,2138.008,907.134,6255.74,1.039,678.404,0.532,0.219,Pipe_2
45.643,0.152,7.018,29.01,3267.26,0.462,3.368,2543.774,485.763,5723.49,0.748,574.3,0.922,0.187,Pipe_2
23.195,0.047,8.361,5.831,1104.768,0.338,12.047,4106.753,1423.739,156.136,2.502,296.998,0.088,0.104,Pipe_2
41.615,0.361,7.434,33.381,3186.898,0.469,6.391,1852.692,353.463,6339.849,1.364,526.536,0.698,0.199,Pipe_2
27.487,0.118,8.329,6.892,2251.372,0.432,17.266,3987.563,956.09,5573.418,2.715,316.207,0.062,0.081,Pipe_1
35.389,0.02,8.122,5.317,1395.394,0.432,6.88,4059.063,236.886,8335.717,2.057,352.976,0.097,0.096,Pipe_2
39.63,0.364,7.932,24.013,3454.6,0.419,6.395,2808.167,586.977,878.77,0.805,724.691,0.423,0.174,Pipe_1
42.638,0.294,7.147,24.548,3445.494,0.544,9.445,2467.224,811.988,4697.46,0.922,590.057,0.671,0.247,Pipe_1
27.936,0.112,8.461,7.563,1943.883,0.458,8.724,4109.6,830.127,6300.709,2.384,214.894,0.073,0.107,Pipe_2
25.046,0.065,8.261,2.716,2595.192,0.165,17.128,3537.217,442.07,4208.053,1.916,240.409,0.135,0.058,Pipe_1
31.775,0.125,8.563,4.79,634.778,0.011,11.103,4076.957,1450.607,599.042,2.014,349.257,0.042,0.1,Pipe_1
32.195,0.081,8.375,7.405,437.769,0.483,14.25,3848.006,1448.51,1581.246,2.377,77.788,0.071,0.088,Pipe_3
41.98,0.355,7.959,31.141,3243.511,0.425,10.933,2207.116,281.626,8750.862,1.474,575.874,0.349,0.231,Pipe_1
67.206,0.451,6.468,41.975,6422.782,0.721,0.266,1458.019,607.736,8556.883,0.627,1266.873,2.278,1.519,Pipe_2
